NPI,NPPES Provider Last Name,NPPES Provider First Name,NPPES Provider ZIP Code,NPPES Provider State,Specialty Description,Total Claim Count,Distinct Opioid Count,Opioid Claim Count,Percent Opioid Claims
1508290388,MORONI,ERIN,064754405,CT,Nurse Practitioner,194,2,23,11.86%
1295711638,MOROSKY,MICHAEL,06082,CT,Obstetrics/Gynecology,315,0,0,0%
1679763155,MOROSKY,CHRISTOPHER,061025037,CT,Obstetrics/Gynecology,81,0,0,0%
1518189612,MOROSKY,JIGISHA,060823889,CT,Allergy/Immunology,329,0,0,0%
1811994957,MORREN,CHRISTOPHER,063204727,CT,Internal Medicine,498,0,0,0%
1760405906,MORREN-MORRISON,EDITH,063205920,CT,Nurse Practitioner,73,0,0,0%
1245597483,MORRIS,DAVID,066102805,CT,Student in an Organized Health Care Education/Training Program,264,0,0,0%
1366690927,MORRIS,STEPHEN,06510,CT,Emergency Medicine,28,0,0,0%
1366561201,MORRIS,JEFFREY,060023465,CT,Dentist,26,0,0,0%
1407919863,MORRIS,VICTOR,064372003,CT,Internal Medicine,239,0,0,0%
1407807522,MORRIS,LYNN,06905,CT,Internal Medicine,3202,1,16,0.5%
1194818369,MORRIS,JOHN,06901,CT,Obstetrics/Gynecology,94,0,0,0%
1184988867,MORRIS,RAYMOND,061063309,CT,Student in an Organized Health Care Education/Training Program,22,0,0,0%
1508928797,MORRIS,JENSA,065048900,CT,Internal Medicine,13,0,0,0%
1639221385,MORRIS,JUDY,060105038,CT,Certified Nurse Midwife,252,0,0,0%
1588645584,MORRIS,THOMAS,065103220,CT,Physician Assistant,69,0,0,0%
1659338101,MORRIS,MAUREEN,061101646,CT,Physician Assistant,130,0,0,0%
1235111857,MORRISON,ROBERT,065191600,CT,Cardiology,3236,0,0,0%
1225118631,MORRISON,LAURA,065103206,CT,Geriatric Medicine,99,0,0,0%
1205919586,MORRISON,ROBERT,064512121,CT,Urology,133,0,0,0%
1972516870,MORRISON,MURRAY,068245340,CT,Orthopedic Surgery,591,3,172,29.1%
1447323340,MORROW,VICTORIA,06510,CT,Psychiatry & Neurology,25,0,0,0%
1558347088,MORSE,DAVID,061094229,CT,Physician Assistant,16,0,0,0%
1841231909,MORSE,MEVELYN,065122384,CT,Podiatry,74,0,0,0%
1982989653,MORSE,KELLY,060332023,CT,Nurse Practitioner,33,0,0,0%
1386931186,MORTAZAVI,LARRY,065191124,CT,Neuropsychiatry,15,0,0,0%
1235158650,MORTEN,C DREW,068107301,CT,Physician Assistant,27,0,0,0%
1013277656,MORTIMER,JUSTIN,060300001,CT,Student in an Organized Health Care Education/Training Program,67,0,0,0%
1245321769,MORTMAN,HOWARD,06069,CT,Obstetrics/Gynecology,92,0,0,0%
1811018401,MORTON,LOIS,068305358,CT,Psychiatry & Neurology,175,0,0,0%
1942275664,MORTON,MARYALICE,068503852,CT,Physician Assistant,89,1,24,26.97%
1104855543,MOSCARELLI,RICHARD,065191717,CT,Obstetrics/Gynecology,124,0,0,0%
1073592978,MOSCHELLO,JOHN,067951661,CT,Internal Medicine,3772,4,159,4.22%
1326038860,MOSCOVITZ,HARRY,065103220,CT,Emergency Medicine,75,0,0,0%
1417114257,MOSER,DAWN,066064201,CT,Physician Assistant,64,0,0,0%
1003804600,MOSES,STEPHEN,064012134,CT,Rheumatology,5287,9,417,7.89%
1821001454,MOSKAL-KANZ,JUDITH,067061113,CT,Nurse Practitioner,59,0,0,0%
1679578496,MOSKOWITZ,ROBERT,068246016,CT,Cardiology,6304,0,0,0%
1639280324,MOSKOWITZ,ROBERT,069055572,CT,Cardiology,1437,0,0,0%
1639499759,MOSKOWITZ,JAIME,067061127,CT,Internal Medicine,297,1,23,7.74%
1700106812,MOSKOWITZ,CRAIG,067061253,CT,Internal Medicine,229,0,0,0%
1164430070,MOSKOWITZ,LANNY,067903060,CT,Family Practice,5088,6,245,4.82%
1205966454,MOSKOWITZ,DAVID,069022548,CT,Dentist,18,0,0,0%
1306036744,MOSKOWITZ,ROBERT,062262018,CT,Orthopaedic Surgery,67,0,0,0%
1285063446,MOSKOWITZ,KATRIN,060103931,CT,Nurse Practitioner,19,0,0,0%
1851578660,MOSOVICH,JONATHAN,064883848,CT,Internal Medicine,5713,7,256,4.48%
1235135864,MOSS,ROBERTA,061192110,CT,Internal Medicine,3824,6,136,3.56%
1376884981,MOSS,ROBERT,06107,CT,Pediatric Medicine,92,0,0,0%
1902138399,MOSS,ALEXANDRA,067703751,CT,Nurse Practitioner,161,0,0,0%
1013222660,MOSS,ISAAC,060304038,CT,Orthopedic Surgery,65,0,0,0%
1689625188,MOSS,JEREMY,066061838,CT,Dermatology,1609,0,0,0%
1356502058,MOSTEANU,DIANA,068106099,CT,Internal Medicine,36,0,0,0%
1699010439,MOSTEL,ARTHUR,069035003,CT,Obstetrics/Gynecology,20,0,0,0%
1619282852,MOTA,PRERNA,060300001,CT,Student in an Organized Health Care Education/Training Program,16,0,0,0%
1053415182,MOTAMED,MEHRAN,061072672,CT,Psychiatry,248,0,0,0%
1033425210,MOTSCHMANN,KELLIE,060622913,CT,Obstetrics/Gynecology,180,0,0,0%
1578587218,MOTT,APRIL,060623323,CT,Internal Medicine,23,0,0,0%
1861586562,MOTTO,NICHOLAS,060404036,CT,Optometry,48,0,0,0%
1750469037,MOTYL,PAQUI,063822527,CT,Internal Medicine,242,0,0,0%
1033386891,MOUGALIAN,SARAH,065103206,CT,Medical Oncology,19,0,0,0%
1366475592,MOULTON,MARTHA,068042430,CT,Family Practice,2183,1,11,0.5%
1104824978,MOUNT CARMEL INTERNAL MEDICINE AND,,064103181,CT,Internal Medicine,29,0,0,0%
1275530685,MOUSTAKAKIS,MICHAEL,060023080,CT,Nephrology,1339,1,44,3.29%
1376838292,MOUTINHO,MANUEL,060300001,CT,Student in an Organized Health Care Education/Training Program,42,1,14,33.33%
1457607327,MOVVA,PRADEEPA,060512216,CT,Dentist,19,0,0,0%
1942632856,MOY,JEFFREY,066102805,CT,Student in an Organized Health Care Education/Training Program,15,0,0,0%
1083678247,MOY,YORK,067621835,CT,Urology,2969,5,169,5.69%
1144665969,MOY,BRIAN,060301235,CT,Student in an Organized Health Care Education/Training Program,122,0,0,0%
1366700239,MOYE,RENEE,06824,CT,Nurse Practitioner,300,2,36,12%
1942590013,MOYER,PETER,065103220,CT,Student in an Organized Health Care Education/Training Program,145,0,0,0%
1457490021,MOYNAHAN,PAULA,067022310,CT,Plastic and Reconstructive Surgery,50,0,0,0%
1124011853,MOYNIHAN,BARBARA,064053872,CT,Certified Clinical Nurse Specialist,81,0,0,0%
1386606523,MOYNIHAN,NEIL,061051207,CT,Family Practice,155,2,38,24.52%
1891851739,MOZZICATO,SEBASTIAN,08457,CT,Psychiatry,3122,0,0,0%
1124187240,MPUKU,FELIX,06606,CT,General Surgery,129,2,59,45.74%
1760553481,MROCZKA,ZOFIA,06262,CT,Neurology,4475,7,887,19.82%
1871648626,MRUTHYUNJAYANNA,VIKRAM,06492,CT,Internal Medicine,309,0,0,0%
1245398619,MUANGMAN,SUPHICHAYA,067621836,CT,Cardiology,1301,0,0,0%
1154307502,MUBBASHAR,SABOOH,067082613,CT,Psychiatry,2690,0,0,0%
1891710588,MUCCI,DAVID,060522016,CT,Emergency Medicine,528,2,65,12.31%
1104169622,MUCCINO,DAVID,060851477,CT,Student in an Organized Health Care Education/Training Program,67,0,0,0%
1689780132,MUCINSKAS,ADAM,064162425,CT,Podiatry,183,0,0,0%
1497763080,MUELLER,F,069055546,CT,Geriatric Psychiatry,3510,1,14,0.4%
1033219639,MUELLER,KATHLEEN,060951915,CT,Family Practice,243,1,26,10.7%
1902807795,MUELLER-MARQUEZ,BARBARA,068541525,CT,Nurse Practitioner,229,0,0,0%
1235228263,MUFTI,OMAR,060301235,CT,Internal Medicine,29,0,0,0%
1942352794,MUFTI,LALARUKH,060013692,CT,Internal Medicine,1552,1,18,1.16%
1881836559,MUFTI,NAUMAN,060322269,CT,General Practice,186,0,0,0%
1043651839,MUHAMMAD,SULTAN,060300001,CT,Student in an Organized Health Care Education/Training Program,13,0,0,0%
1942526512,MUI,GRACIA,060300001,CT,Student in an Organized Health Care Education/Training Program,120,0,0,0%
1578727178,MUJTABA,MOHAMMADTOKIR,061063315,CT,Internal Medicine,26,0,0,0%
1366420184,MUJTABA,QAIYUM,065164314,CT,Internal Medicine,16193,10,356,2.2%
1326059510,MUKHERJEE,SANDIP,064732193,CT,Cardiology,4260,0,0,0%
1356371744,MUKHERJEE,DEBMALYA,064573654,CT,Internal Medicine,318,0,0,0%
1790077287,MUKHERJI,ADITI,067121246,CT,Internal Medicine,164,0,0,0%
1568724409,MUKHOPADHYAY,SWAGOTO,060300001,CT,Student in an Organized Health Care Education/Training Program,19,0,0,0%
1013269844,MULAWKA,MEAGAN,065191369,CT,Nurse Practitioner,42,1,16,38.1%
1851571517,MULAY,RAJSHREE,069022419,CT,Dentist,36,0,0,0%
1760643407,MULAY,SUDHANSHU,061050000,CT,Internal Medicine,85,0,0,0%
1669805974,MULCARE,ROBERT,068303904,CT,General Surgery,20,0,0,0%
1598861528,MULDOON,LAWRENCE,068246232,CT,Urology,2309,0,0,0%
1154414282,MULDOON,SEAN,064011151,CT,Physician Assistant,332,4,161,48.49%
1508041732,MULHERIN,HEATHER,067061253,CT,Physician Assistant,11,0,0,0%
1194845479,MULIERI,PHILIP,068106814,CT,Orthopedic Surgery,355,4,130,36.62%
1437150133,MULINSKI,TINA,065171209,CT,Nurse Practitioner,1703,0,0,0%
1861493611,MULKA,LAURA,061094362,CT,Nurse Practitioner,245,1,14,5.71%
1700129558,MULLALLY,LENA,060321956,CT,Student in an Organized Health Care Education/Training Program,23,0,0,0%
1912989955,MULLANE,SARAH,064603511,CT,Nurse Practitioner,1033,0,0,0%
1669484929,MULLANEY,JOHN,061094362,CT,Internal Medicine,6480,2,60,0.93%
1821092610,MULLEN,DAVID,067162626,CT,Podiatry,147,1,14,9.52%
1790710986,MULLEN,JOHN,067763485,CT,Orthopedic Surgery,263,3,63,23.95%
1689763864,MULLEN,ROBERT,067763323,CT,Dentist,29,0,0,0%
1437239704,MULLEN,PETER,067763323,CT,Dentist,22,0,0,0%
1043242134,MULLEN,DAVID,067763323,CT,Dentist,34,0,0,0%
1740501113,MULLER-SCHWARZE,ANNETTE,061063310,CT,Psychiatry,483,0,0,0%
1528018157,MULLIGAN,SHANNON,067042419,CT,Optometry,28,0,0,0%
1750518494,MULLINS,JESSICA,062262045,CT,Obstetrics/Gynecology,14,0,0,0%
1205063849,MULLINS,DANIEL,061051208,CT,Student in an Organized Health Care Education/Training Program,12,0,0,0%
1659382034,MULUKUTLA,RAJYALAKSHMI,064574773,CT,Ophthalmology,1184,0,0,0%
1164711354,MULUKUTLA,SARAH,065191369,CT,Student in an Organized Health Care Education/Training Program,70,0,0,0%
1497847180,MULVIHILL,KAREN,068106099,CT,Nurse Practitioner,1073,0,0,0%
1659682979,MUMFORD,NATHAN,060321925,CT,Dentist,12,0,0,0%
1770787491,MUNAWAR,MUHAMMAD,061121273,CT,Psychiatry,321,0,0,0%
1689930703,MUND,ROSS,065103220,CT,Student in an Organized Health Care Education/Training Program,420,1,15,3.57%
1578859351,MUND,MELANIE,060321909,CT,Student in an Organized Health Care Education/Training Program,21,0,0,0%
1861705238,MUNHUTU,MWATSVERUKA,064181326,CT,Internal Medicine,92,0,0,0%
1215958301,MUNI,IRINA,060023088,CT,Internal Medicine,5694,6,195,3.42%
1003065855,MUNIZ,CHRISTINE,06902,CT,Physician Assistant,341,0,0,0%
1871698795,MUNK,PETER,066051713,CT,Dentist,88,1,15,17.05%
1174957476,MUNN,MADELINE,061062528,CT,Nurse Practitioner,12,0,0,0%
1184920274,MUNOZ,JULIAN,062262045,CT,Internal Medicine,325,0,0,0%
1558624130,MUNS,TIFFANY,063204700,CT,Physician Assistant,271,2,66,24.35%
1639312622,MUNSON,ALICIA,064752326,CT,Dentist,129,0,0,0%
1386643807,MUNTEANU,MONICA,064052940,CT,Internal Medicine,716,0,0,0%
1801813241,MUNZENMAIER,ALLAN,064924101,CT,Dentist,17,0,0,0%
1508024894,MURAKAMI,WENDY,060404445,CT,Nurse Practitioner,774,1,23,2.97%
1902241649,MURALI,SHRUTI,060301234,CT,Student in an Organized Health Care Education/Training Program,58,0,0,0%
1942217427,MURATORI,JOSEPH,068106099,CT,Emergency Medicine,146,1,25,17.12%
1235186933,MURCIA,EVA,060405196,CT,Internal Medicine,31,0,0,0%
1114987377,MURCIA,ALEJANDRO,060403863,CT,Internal Medicine,840,0,0,0%
1558387571,MURIEL,SHYLA,064832737,CT,Internal Medicine,3475,2,81,2.33%
1700990264,MURNO,ANGELA,06790,CT,Nurse Practitioner,713,0,0,0%
1093152050,MURPHY,DAWN,060305215,CT,Student in an Organized Health Care Education/Training Program,28,0,0,0%
1063720944,MURPHY,JESSICA,067082613,CT,Physician Assistant,263,3,58,22.05%
1225288160,MURPHY,KAREN,063599992,CT,Physician Assistant,607,0,0,0%
1962798652,MURPHY,GREGORY,060300001,CT,Student in an Organized Health Care Education/Training Program,149,1,45,30.2%
1962623165,MURPHY,STEVEN,069024536,CT,Internal Medicine,3883,5,102,2.63%
1043321474,MURPHY,PAMELA,06409,CT,Family Practice,1077,1,14,1.3%
1841204575,MURPHY,KAREN,061083212,CT,CRNA,45,0,0,0%
1851474621,MURPHY,SHEILA,06102,CT,Nurse Practitioner,2863,5,103,3.6%
1902879315,MURPHY,STEPHEN,064882106,CT,Physician Assistant,79,1,24,30.38%
1447684162,MURPHY,LORETTA,066064201,CT,Nurse Practitioner,27,0,0,0%
1467709097,MURPHY,ANDREA,061025037,CT,Nurse Practitioner,336,0,0,0%
1548314263,MURPHY,RYAN,065114405,CT,Emergency Medicine,198,2,37,18.69%
1609896307,MURPHY,GEORGE,060899407,CT,Oral Surgery (dentists only),84,1,29,34.52%
1821080375,MURPHY,ANDREW,068514647,CT,Internal Medicine,2289,0,0,0%
1790825214,MURPHY,ROBERT,06484,CT,Dentist,18,0,0,0%
1730102336,MURPHY,MICHAEL,064372200,CT,Orthopedic Surgery,78,2,41,52.56%
1003887001,MURPHY-FIENGO,MARY,063351800,CT,Internal Medicine,8344,7,228,2.73%
1487674164,MURPHY-SETZKO,MARLENE,061052372,CT,Urology,2008,2,27,1.34%
1508904509,MURRAY,MICHAEL,068204504,CT,Dentist,30,0,0,0%
1457367385,MURRAY,REBECCA,06340,CT,Nurse Practitioner,20,0,0,0%
1639172240,MURRAY,STACEY-JO,06487,CT,Nurse Practitioner,318,5,65,20.44%
1598755753,MURRAY,ROBERT,067082613,CT,Emergency Medicine,209,2,30,14.35%
1699982652,MURRAY,KATE,065133733,CT,Family Practice,20,0,0,0%
1376518035,MURRAY,PAUL,06105,CT,Orthopedic Surgery,1052,7,639,60.74%
1184728792,MURRAY,JAMES,06106,CT,Internal Medicine,26,0,0,0%
1861553695,MURRAY,MARY,064603273,CT,Obstetrics/Gynecology,121,0,0,0%
1376989160,MURTHA,TIMOTHY,065191110,CT,Student in an Organized Health Care Education/Training Program,21,0,0,0%
1922308147,MUSCO,MATTHEW,064512101,CT,Physician Assistant,367,2,102,27.79%
1831409721,MUSCO,AMY,060404131,CT,Physician Assistant,190,1,34,17.89%
1376595868,MUSHAWEH,JAROB,067083346,CT,Neurosurgery,32,1,14,43.75%
1801096193,MUSHTAQ,YASER,06106,CT,Psychiatry,839,0,0,0%
1104931443,MUSIAL,JOHN,06511,CT,Physician Assistant,43,0,0,0%
1427077502,MUSKA,LESLIE,064512101,CT,Physician Assistant,78,1,14,17.95%
1881694669,MUSKIN,ELIZABETH,065208237,CT,Internal Medicine,45,0,0,0%
1295171833,MUSSELMAN,RUTH,068503815,CT,Student in an Organized Health Care Education/Training Program,11,0,0,0%
1114939485,MUSSEN,DANIEL,060331053,CT,Physician Assistant,2836,3,66,2.33%
1205832938,MUSTO,ANTHONY,066144945,CT,Ophthalmology,847,0,0,0%
1003016270,MUTHUKRISHNAN,VIJAI,060103893,CT,Family Practice,2356,5,154,6.54%
1700132263,MUTNEJA,RAHUL,060301925,CT,Student in an Organized Health Care Education/Training Program,546,1,20,3.66%
1477713279,MUVVALA,SRINIVAS,065191625,CT,Psychiatry,198,0,0,0%
1306191242,MUZAFFAR,MARIUM,065103218,CT,Student in an Organized Health Care Education/Training Program,32,0,0,0%
1487845541,MYER,EDWARD,060300001,CT,Urology,1961,1,29,1.48%
1609972538,MYER,JENNIFER,065101104,CT,Psychiatry & Neurology,20,0,0,0%
1760408538,MYERS,KURT,067061221,CT,Pediatric Medicine,207,3,62,29.95%
1326271412,MYERS,KRISTIN,064921930,CT,Physician Assistant,224,2,45,20.09%
1316904261,MYERS,CLIFFORD,066102805,CT,Physician Assistant,20,0,0,0%
1750324356,MYERS-ALBARIDI,ERIN,068511080,CT,Physician Assistant,172,0,0,0%
1205192689,MYRICK,HEATHER,060306220,CT,Nurse Practitioner,379,0,0,0%
1164429791,MYRICK,KAREN,060300001,CT,Nurse Practitioner,48,0,0,0%
1811206246,MYSIOR,JACEK,068503815,CT,Student in an Organized Health Care Education/Training Program,72,0,0,0%
1558335430,MYSLENSKI,MICHAEL,062682260,CT,Physician Assistant,65,0,0,0%
1356507933,NA,MICHELLE,064884240,CT,Dentist,16,0,0,0%
1053621995,NA,CHANG HYUN,065123000,CT,Dentist,43,0,0,0%
1619182953,NACHBAR,JEFFREY,067906679,CT,Psychiatry,1804,0,0,0%
1467441378,NACHIYAPPAN,MANOHARAN,060108122,CT,Psychiatry,3308,0,0,0%
1568776904,NADDAF,ELIE,065114405,CT,Student in an Organized Health Care Education/Training Program,16,0,0,0%
1659340545,NADEEM S BEHJET MD LLC,,06010,CT,Internal Medicine,12,0,0,0%
1518968312,NADELMANN,JEREMY,065171209,CT,Cardiology,4563,1,13,0.28%
1639302151,NADER,ELIE,06511,CT,Student in an Organized Health Care Education/Training Program,22,0,0,0%
1306949904,NADIMI,ABDOLLAH,06716,CT,Dentist,65,0,0,0%
1700817293,NADKARNI,RAJANI,06450,CT,Medical Oncology,516,0,0,0%
1508208091,NADLER,EVAN,060300001,CT,Student in an Organized Health Care Education/Training Program,26,0,0,0%
1548208903,NADZAM,GEOFFREY,065114417,CT,General Surgery,24,0,0,0%
1366535163,NAGALLA,BHAVANI,06111,CT,Internal Medicine,249,0,0,0%
1285692798,NAGARKATTI,DURGESH,061065501,CT,Orthopedic Surgery,514,6,222,43.19%
1376812966,NAGLE,JOHN,069071678,CT,Internal Medicine,36,0,0,0%
1912296401,NAGPAL,SAMEER,065103220,CT,Internal Medicine,76,0,0,0%
1578901211,NAGURNEY,JUSTINE,065103220,CT,Student in an Organized Health Care Education/Training Program,27,0,0,0%
1548242647,NAHM,FREDERICK,068304501,CT,Neurology,629,1,17,2.7%
1497968721,NAHMIAS,NISSIN,061051230,CT,General Surgery,97,0,0,0%
1568488294,NAIDORF,ELLEN,069053812,CT,Dermatology,359,0,0,0%
1467478370,NAIMAN,PETER,06460,CT,Orthopedic Surgery,19,0,0,0%
1811014699,NAIR,LAURENCE,064512121,CT,Pulmonary Disease,1204,0,0,0%
1104811132,NAIR,KESAV,068514647,CT,Medical Oncology,1701,3,62,3.64%
1225272529,NAIR,ANIL,060403816,CT,Internal Medicine,10008,9,342,3.42%
1962758912,NAIR,PREETHI,061202357,CT,Dentist,35,0,0,0%
1023075850,NAJARIAN,NANCY,061051208,CT,Physician Assistant,194,3,78,40.21%
1821381724,NAKAMURA,TAKASHI,060300001,CT,Student in an Organized Health Care Education/Training Program,45,0,0,0%
1104952530,NAKASHIMA,KOJI,06510,CT,Internal Medicine,29,0,0,0%
1891081725,NAKDA,JOSEPH,061025037,CT,Internal Medicine,123,0,0,0%
1134499304,NAKOS,GRACE,060334200,CT,Dentist,25,0,0,0%
1831492388,NALEPA,AGNIESZKA,06033,CT,Nurse Practitioner,183,0,0,0%
1982630067,NALLAINATHAN,SANATH,066155838,CT,Psychiatry & Neurology,64,0,0,0%
1548454622,NALLY,JENNIE,068511080,CT,Dermatology,180,0,0,0%
1932331212,NAMAKYDOUST,AZADEH,060300001,CT,Student in an Organized Health Care Education/Training Program,22,0,0,0%
1881607687,NAMBUDIRI,DRAUPATHI,069022419,CT,Psychiatry,683,0,0,0%
1598786428,NAMEK,KARIM,065103220,CT,Internal Medicine,45,0,0,0%
1205945599,NAMEROW,LISA,06106,CT,Psychiatry,121,0,0,0%
1376696567,NAMJOO,ALIREZA,066155752,CT,Dentist,50,0,0,0%
1508840380,NAMJOSHI,KAVITA,060404131,CT,Internal Medicine,30,0,0,0%
1700975372,NAMON,ARI,060692095,CT,Otolaryngology,317,2,36,11.36%
1760525943,NAMPOOTHIRI,SREEDEVI,067082509,CT,Psychiatry,5377,0,0,0%
1629074158,NANAVATI,VIPUL,061172229,CT,Hand Surgery,140,2,65,46.43%
1255502456,NANDA,NEHA,065103220,CT,Infectious Disease,479,1,11,2.3%
1417110057,NANDIGAM,KAVITHA VEENA,065103220,CT,Internal Medicine,68,0,0,0%
1265785299,NANGLE,ABBY,062392917,CT,Nurse Practitioner,948,0,0,0%
1033496948,NANKANI,DEEPA,060300001,CT,Internal Medicine,664,0,0,0%
1144595372,NANNA,MICHAEL,065162770,CT,Student in an Organized Health Care Education/Training Program,64,0,0,0%
1487750782,NAPIELLO,VIRGINIA,067061253,CT,Nurse Practitioner,1024,2,23,2.25%
1518229228,NAPLES,JAMES,060321909,CT,Student in an Organized Health Care Education/Training Program,46,0,0,0%
1356341648,NAPOLETANO,ROBERT,060521396,CT,General Surgery,180,1,44,24.44%
1679538862,NAPOLITANO,JOHN,066113463,CT,Physician Assistant,24,0,0,0%
1841259397,NAPOLITANO,GUIDO,066114552,CT,Internal Medicine,7597,4,128,1.68%
1164553277,NAPPI,ALISHA,066051701,CT,Obstetrics/Gynecology,42,0,0,0%
1861464109,NAQVI,SYED,06106,CT,Family Practice,2611,4,169,6.47%
1801028824,NARASIMHADEVARA,VENKATA SUKHA ANAND,060300001,CT,Student in an Organized Health Care Education/Training Program,45,0,0,0%
1558345538,NARAYAN,DEEPAK,065191369,CT,Plastic and Reconstructive Surgery,43,0,0,0%
1639121353,NARAYANA,ASHWATHA,068305426,CT,Radiation Oncology,25,0,0,0%
1336199736,NARAYANAN,NARASIMHAN,061121500,CT,General Surgery,122,0,0,0%
1376670646,NARAYANSWAMY,GAYETHRI,060293730,CT,Family Practice,4991,4,159,3.19%
1912911793,NARDELLA,KAREN,06705,CT,Nurse Practitioner,2440,3,53,2.17%
1104860634,NARDINO,ROBERT,065114405,CT,Internal Medicine,24,0,0,0%
1235469263,NARGILECI,EROL,068503815,CT,Internal Medicine,195,0,0,0%
1992790836,NARLA,VENKATESWARA,06040,CT,Cardiology,2203,0,0,0%
1760739445,NARRA,AKSHITA,060321956,CT,Student in an Organized Health Care Education/Training Program,42,0,0,0%
1891009387,NARRA,RAVI KISHORE,061051770,CT,Hospitalist,40,0,0,0%
1316212509,NARTEY,NATHAN,067061253,CT,Student in an Organized Health Care Education/Training Program,200,0,0,0%
1659717940,NARULA,RESHMA,065103218,CT,Student in an Organized Health Care Education/Training Program,48,0,0,0%
1053603068,NARVAEZ,YIZZA,065103220,CT,Student in an Organized Health Care Education/Training Program,20,0,0,0%
1578841763,NARWAL,POOJA,065103220,CT,Hospitalist,357,0,0,0%
1114055217,NASADUKE,IRENE,069055530,CT,Ophthalmology,1785,2,27,1.51%
1982616520,NASCIMENTO,JOAO,066064225,CT,Rheumatology,5096,7,433,8.5%
1235256934,NASCIMENTO,JEFFREY,061065501,CT,Pulmonary Disease,822,0,0,0%
1962482109,NASEER,SAQIB,060405214,CT,Cardiology,4042,0,0,0%
1376540906,NASH,JOHN,060300001,CT,Gynecological/Oncology,80,0,0,0%
1114034402,NASH,WILLIAM,068243030,CT,Dentist,29,0,0,0%
1861508475,NASH,ESTHER,066102811,CT,Internal Medicine,12,0,0,0%
1437273067,NASS,CAITLIN,067083352,CT,Nurse Practitioner,41,0,0,0%
1396721833,NATALE,FRANCES,060745555,CT,Family Practice,1353,0,0,0%
1073506317,NATARAJAN,GANESH,068041144,CT,Pulmonary Disease,1759,0,0,0%
1548473523,NATARAJAN,EASWAR,060302820,CT,Pathology,65,0,0,0%
1144497561,NATCHEVA-SMITAMAN,PAVLINA,064921858,CT,Family Practice,953,1,17,1.78%
1134276207,NATELLI,ALBERT,06489,CT,Dentist,27,0,0,0%
1275675787,NATH-VINICK,STACEY,060782084,CT,Dentist,21,0,0,0%
1366441933,NATHAN,PRAMILA,064603555,CT,Neuropsychiatry,558,0,0,0%
1730161720,NATHAN,VISWA,065114388,CT,Thoracic Surgery,187,0,0,0%
1568481877,NATHANSON,ROBERT,061072486,CT,Dermatology,794,0,0,0%
1033120167,NATI,CAROL,060304038,CT,Nurse Practitioner,283,5,107,37.81%
1427239094,NATKIN,SHELDON,06516,CT,Dentist,18,0,0,0%
1497934285,NAUJOKS,RYAN,064574788,CT,Orthopedic Surgery,329,3,122,37.08%
1659481216,NAUNGAYAN,CHRISTINE,069022419,CT,Psychiatry & Neurology,1419,0,0,0%
1891944534,NAURIYAL,VARIDHI,065115412,CT,Internal Medicine,77,0,0,0%
1467646166,NAUT,EDGAR,061051208,CT,Internal Medicine,25,0,0,0%
1306104013,NAUTSCH,FELIX,065103220,CT,Student in an Organized Health Care Education/Training Program,77,0,0,0%
1588751283,NAVAGE,ANN,061051208,CT,Certified Clinical Nurse Specialist,235,1,30,12.77%
1528041738,NAVARATNAM,DHASAKUMAR,065102715,CT,Neurology,112,0,0,0%
1962449801,NAVIN,TERENCE,063852424,CT,Physical Medicine and Rehabilitation,327,2,48,14.68%
1225299225,NAWAB,AYESHA,060300001,CT,Oral Surgery (dentists only),12,0,0,0%
1306804463,NAWAZ,HAFSA,065163774,CT,Internal Medicine,13718,8,293,2.14%
1841273919,NAWAZ,HAQ,064181326,CT,Internal Medicine,143,0,0,0%
1831128305,NAWAZ,SHAH,067061221,CT,Psychiatry,6299,1,15,0.24%
1730322850,NAYI,AMY,066064201,CT,Internal Medicine,22,0,0,0%
1427107572,NAYLOR,JAMES,060951781,CT,Dentist,17,0,0,0%
1780977421,NAZ,MUHAMMAD,065103220,CT,Psychiatry & Neurology,14,0,0,0%
1396803649,NAZARETH,LUMINA,06610,CT,Internal Medicine,35,0,0,0%
1952311805,NAZARIAN,JOHN,060824584,CT,Psychiatry,341,0,0,0%
